Statistical profiling result from isolate-0x55b09fc89ae0-13723-v8.log, (10956 ticks, 41 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2    0.0%    0.0%  Function: ^emit node:events:340:44
      2    0.0%    0.0%  Function: ^append /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:394:26
      2    0.0%    0.0%  Function: ^afterWrite node:internal/streams/writable:488:20
      2    0.0%    0.0%  Function: ^_destroy node:_http_incoming:176:55
      2    0.0%    0.0%  Function: ^__generator /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/express-handlebars/dist/express-handlebars.js:27:58
      2    0.0%    0.0%  Function: ^<anonymous> node:internal/util:347:32
      2    0.0%    0.0%  Function: ^<anonymous> /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/graceful-fs/graceful-fs.js:118:50
      1    0.0%    0.0%  RegExp: ^\s*?(\r?\n|$)
      1    0.0%    0.0%  RegExp: ^\/info\/?(?=\/|$)
      1    0.0%    0.0%  RegExp: ^[\^_`a-zA-Z\-0-9!#$%&'*+.|~]+$
      1    0.0%    0.0%  RegExp: ^[ \t]*\r?\n?
      1    0.0%    0.0%  RegExp: ^.*[\.\/\\]
      1    0.0%    0.0%  RegExp: ^(?:undefined(?=([~}\s)])))
      1    0.0%    0.0%  RegExp: ^(?:as\s+\|)
      1    0.0%    0.0%  RegExp: ^(?:\|)
      1    0.0%    0.0%  RegExp: ^(?:\{\{(~)?!--)
      1    0.0%    0.0%  RegExp: ^(?:@)
      1    0.0%    0.0%  RegExp: ^(?:$)
      1    0.0%    0.0%  RegExp: ;\s*charset\s*=
      1    0.0%    0.0%  RegExp: ; *([!#$%&'*+.^_`|~0-9A-Za-z-]+) *= *("(?:[\u000b\u0020\u0021\u0023-\u005b\u005d-\u007e\u0080-\u00ff]|\\[\u000b\u0020-\u00ff])*"|[!#$%&'*+.^_`|~0-9A-Za-z-]+) *
      1    0.0%    0.0%  LazyCompile: *wrapper /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/wrappy/wrappy.js:19:19
      1    0.0%    0.0%  LazyCompile: *wrapper /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/handlebars/dist/cjs/handlebars/internal/wrapHelper.js:12:33
      1    0.0%    0.0%  LazyCompile: *topStack /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:978:30
      1    0.0%    0.0%  LazyCompile: *toString node:buffer:782:46
      1    0.0%    0.0%  LazyCompile: *socketOnClose node:_http_server:585:23
      1    0.0%    0.0%  LazyCompile: *slowCases node:internal/util:165:19
      1    0.0%    0.0%  LazyCompile: *ret._setup /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/handlebars/dist/cjs/handlebars/runtime.js:217:25
      1    0.0%    0.0%  LazyCompile: *resume_ node:internal/streams/readable:1008:17
      1    0.0%    0.0%  LazyCompile: *render /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/express/lib/application.js:531:29
      1    0.0%    0.0%  LazyCompile: *removeListener node:events:557:28
      1    0.0%    0.0%  LazyCompile: *pushContext /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:437:36
      1    0.0%    0.0%  LazyCompile: *push /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:79:22
      1    0.0%    0.0%  LazyCompile: *parserOnIncoming node:_http_server:852:26
      1    0.0%    0.0%  LazyCompile: *parserOnHeadersComplete node:_http_common:77:33
      1    0.0%    0.0%  LazyCompile: *onconnection node:net:1548:22
      1    0.0%    0.0%  LazyCompile: *onDestroy node:internal/streams/destroy:80:21
      1    0.0%    0.0%  LazyCompile: *needFinish node:internal/streams/writable:651:20
      1    0.0%    0.0%  LazyCompile: *incrStack /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:931:32
      1    0.0%    0.0%  LazyCompile: *handle /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/express/lib/router/layer.js:86:49
      1    0.0%    0.0%  LazyCompile: *getEncodingOps node:buffer:678:24
      1    0.0%    0.0%  LazyCompile: *functionCall /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:113:38
      1    0.0%    0.0%  LazyCompile: *format /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/content-type/index.js:65:17
      1    0.0%    0.0%  LazyCompile: *flow node:internal/streams/readable:1032:14
      1    0.0%    0.0%  LazyCompile: *extname node:path:1385:10
      1    0.0%    0.0%  LazyCompile: *endReadable node:internal/streams/readable:1323:21
      1    0.0%    0.0%  LazyCompile: *dirname node:path:1275:10
      1    0.0%    0.0%  LazyCompile: *debug /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/debug/src/debug.js:65:17
      1    0.0%    0.0%  LazyCompile: *compilerInfo /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:36:38
      1    0.0%    0.0%  LazyCompile: *compileChildren /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:805:44
      1    0.0%    0.0%  LazyCompile: *addListener node:events:486:58
      1    0.0%    0.0%  LazyCompile: *accept /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/handlebars/dist/cjs/handlebars/compiler/visitor.js:57:26
      1    0.0%    0.0%  LazyCompile: *_destroy node:_http_incoming:176:55
      1    0.0%    0.0%  LazyCompile: *_addListener node:events:418:22
      1    0.0%    0.0%  LazyCompile: *WhitespaceControl.Decorator.WhitespaceControl.MustacheStatement /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/handlebars/dist/cjs/handlebars/compiler/whitespace-control.js:134:98
      1    0.0%    0.0%  LazyCompile: *SourceNode_prepend /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/source-map/lib/source-node.js:197:59
      1    0.0%    0.0%  LazyCompile: *ReadableState node:internal/streams/readable:83:23
      1    0.0%    0.0%  LazyCompile: *ExpressHandlebars.render /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/express-handlebars/dist/express-handlebars.js:222:51
      1    0.0%    0.0%  LazyCompile: *ExpressHandlebars._resolveLayoutPath /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/express-handlebars/dist/express-handlebars.js:423:63
      1    0.0%    0.0%  LazyCompile: *<anonymous> /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:274:31
      1    0.0%    0.0%  LazyCompile: *<anonymous> /home/manuel/Documentos/trabajos-curso-MERN/Trabajo-31/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:85:24
